"Name","State","Notes","User","Tags","Created","Runtime","Sweep","class_0_train","class_0_val","class_10_train","class_10_val","class_11_train","class_11_val","class_12_train","class_12_val","class_13_train","class_13_val","class_14_train","class_14_val","class_15_train","class_15_val","class_16_train","class_16_val","class_17_train","class_17_val","class_18_train","class_18_val","class_1_train","class_1_val","class_2_train","class_2_val","class_3_train","class_3_val","class_4_train","class_4_val","class_5_train","class_5_val","class_6_train","class_6_val","class_7_train","class_7_val","class_8_train","class_8_val","class_9_train","class_9_val","epoch","lr","mean_loss","mean_loss_aux","mean_loss_bce","mean_loss_main","train_loss","train_mIoU","val_loss","val_mIoU","val_mIoU_per_class"
"epoch_50","finished","-","","","2025-06-06T20:28:23.000Z","300","","83.8291661172097","81.20135752774671","89.28215248307225","85.08025561170722","71.88520412747714","56.532579821781525","57.88319200376267","27.04722926731671","92.10088788903224","86.49477077585452","63.33343652311915","33.07161975534177","87.14526372622747","38.99225252137182","78.03622369475713","35.37217543084864","77.38687573999495","22.97524843577474","71.58516742313951","57.38481983000523","81.2023100288967","65.97410263573526","87.8689657577103","80.94532375839161","82.284879990612","37.42407318134252","76.54218686164636","33.30970645668835","55.02101998568407","39.48708861385707","26.882880980103145","18.41517210003524","61.25530654865129","44.45297899175277","86.83197039384304","81.4860606160731","68.92477114589786","36.75503790026036","50","0","0.8151675803970745","0.1151976748808043","0.11418423485058256","0.06318610002293841","0.8151675803970745","73.64641375899141","0.5257960867881775","50.65272911746763","[81.20135752774671,65.97410263573526,80.94532375839161,37.42407318134252,33.30970645668835,39.48708861385707,18.41517210003524,44.45297899175277,81.4860606160731,36.75503790026036,85.08025561170722,56.532579821781525,27.04722926731671,86.49477077585452,33.07161975534177,38.99225252137182,35.37217543084864,22.97524843577474,57.38481983000523]"
"epoch_49","finished","-","","","2025-06-06T20:24:16.000Z","246","","83.86927115748612","81.10251590173132","89.25317437947612","85.13461368139721","71.62585417940423","56.885218906333854","58.913724189691585","27.059729451573013","91.98334100698948","86.24994818967953","61.91341593150577","31.33617849538895","87.74783370088628","38.73699595907488","76.9439141414513","32.635609477099365","77.55385713081365","23.806623797667868","71.31881156231981","57.58016507197251","81.17503902350795","65.53702059757498","88.0005646587482","81.05793019850378","81.66601207296492","37.993814068000646","76.43496996321946","32.7490636423001","54.94144348913024","39.57844041925972","25.898318356915897","17.06790865077377","60.4424220328364","44.838623894363096","86.67788999090072","81.73857739613723","67.83076109393413","38.31072817626961","49","0.00018484470457853937","0.8204908956401524","0.11536689273273672","0.11426472461026436","0.06381144107298087","0.8204908956401524","73.37845358222012","0.5268980376720428","50.4947213671106","[81.10251590173132,65.53702059757498,81.05793019850378,37.993814068000646,32.7490636423001,39.57844041925972,17.06790865077377,44.838623894363096,81.73857739613723,38.31072817626961,85.13461368139721,56.885218906333854,27.059729451573013,86.24994818967953,31.33617849538895,38.73699595907488,32.635609477099365,23.806623797667868,57.58016507197251]"
"epoch_48","finished","-","","","2025-06-06T20:20:09.000Z","247","","83.86782730638865","81.32880876026348","89.20173389961502","84.94858732504565","71.20398468992029","55.68001132412756","56.99292904853429","27.06702677693269","92.23749975045924","86.01224400003989","61.50912498463808","30.350397757134516","87.44279731985937","37.66598768822183","78.24518658811661","33.816484990866805","77.69934428551342","21.513754098825387","71.25266798711088","57.358018026334136","80.76439313663235","65.81611459588609","87.84558971342427","80.6936363545044","81.54351142975506","37.24809308411956","76.71435464171084","33.495724728919626","54.65306461419176","39.30852842399431","25.06347790282734","17.824045988718137","60.355817518554744","42.578624746219226","86.90875609724084","82.1608192219229","67.57550425436055","38.441637021487026","48","0.000344932415365304","0.826657408218044","0.11561373804172184","0.114269307968574","0.0643598493046433","0.826657408218044","73.21460869309756","0.5253452928066253","50.17413394281912","[81.32880876026348,65.81611459588609,80.6936363545044,37.24809308411956,33.495724728919626,39.30852842399431,17.824045988718137,42.578624746219226,82.1608192219229,38.441637021487026,84.94858732504565,55.68001132412756,27.06702677693269,86.01224400003989,30.350397757134516,37.66598768822183,33.816484990866805,21.513754098825387,57.358018026334136]"
"epoch_47","finished","-","","","2025-06-06T20:16:03.000Z","246","","83.8263138555035","81.0074093505476","89.1855872097526","85.18800689663783","72.0389652551439","58.10455264137347","56.97339446773852","26.071209042007215","92.16099624918132","86.25405424669056","63.707315674899235","32.88046806629756","84.70220415551452","39.038833599034184","77.99780444599685","33.553999288659114","75.84691509712266","20.963371376419552","70.93788392353935","57.73132320022223","80.7393619713417","65.44278631647022","87.71590906075953","81.21025485495215","81.1377893437803","36.43882511204902","75.7948957126497","33.90251746124057","54.40682643011687","39.54542847465943","25.812260182146","21.343356845988502","59.831835032204005","46.786533165349915","86.61525501740253","81.04417430498042","69.15419546468688","35.88579163307253","47","0.0004968395304717264","0.8358922784261728","0.11614367344983056","0.11427673888949644","0.06523051316691113","0.8358922784261728","73.08345834470948","0.5298359599113465","50.65225767771853","[81.0074093505476,65.44278631647022,81.21025485495215,36.43882511204902,33.90251746124057,39.54542847465943,21.343356845988502,46.786533165349915,81.04417430498042,35.88579163307253,85.18800689663783,58.10455264137347,26.071209042007215,86.25405424669056,32.88046806629756,39.038833599034184,33.553999288659114,20.963371376419552,57.73132320022223]"
"epoch_46","finished","-","","","2025-06-06T20:11:40.000Z","263","","83.93889517135139","80.88810081427486","89.21582655194482","84.98594158047928","71.82517073198042","57.05984460471115","55.91646197569423","27.789533291866903","91.94888193049847","86.19706246810992","64.01119548697936","33.92879456986145","86.82433908101204","39.82310337532614","77.925626304019","36.12215813344374","76.6647191181391","20.53976977629205","70.74660733874482","57.72143889150825","80.72110861575295","65.79823342073018","87.83922247384646","81.25253431541908","81.15465844584436","37.48655615724552","75.56247263251204","34.42632818980452","54.38500417985378","38.78584000961254","26.59344474474708","20.025913514129332","58.73806277453673","45.08574981332158","86.42168419805209","81.53908340882093","68.4303270484963","36.26892692020145","46","0.0006436666467726117","0.8419329818271802","0.11622849099205348","0.11423949840414616","0.06417871007823762","0.8419329818271802","73.09808993705292","0.5274335973262787","50.82762701342941","[80.88810081427486,65.79823342073018,81.25253431541908,37.48655615724552,34.42632818980452,38.78584000961254,20.025913514129332,45.08574981332158,81.53908340882093,36.26892692020145,84.98594158047928,57.05984460471115,27.789533291866903,86.19706246810992,33.92879456986145,39.82310337532614,36.12215813344374,20.53976977629205,57.72143889150825]"
"epoch_45","finished","-","","","2025-06-06T18:58:18.000Z","263","","84.371123920299","81.50355769271572","89.2311454524579","85.29338703287415","72.35777480520379","57.87041642428502","55.83333002097386","27.05898508929797","92.0008937019389","85.5992908596533","71.77480038048978","35.897851587231536","86.80402950327452","37.77850589777195","80.49762485108845","35.30961279945295","77.26559273027674","24.45917514997475","71.31783492834222","58.148587605903536","80.68198810028815","65.70984292351042","87.51863442337977","80.71944701321776","81.11028887524895","37.99246964011928","76.62292524836442","33.86258305059274","54.78904828602468","39.95550232769322","27.600938554147685","19.90298217429538","56.98171030587038","43.67716001995024","86.10782932029068","81.95117277242261","68.9717509123843","37.58772184567521","45","0.0007868283823713545","0.24138281848897764","0.1159827173438691","0.11421727214681586","0.05898010475755344","0.24138281848897764","73.78101391159704","0.5414212355613709","51.067276416138824","[81.50355769271572,65.70984292351042,80.71944701321776,37.99246964011928,33.86258305059274,39.95550232769322,19.90298217429538,43.67716001995024,81.95117277242261,37.58772184567521,85.29338703287415,57.87041642428502,27.05898508929797,85.5992908596533,35.897851587231536,37.77850589777195,35.30961279945295,24.45917514997475,58.148587605903536]"
"epoch_44","finished","-","","","2025-06-06T18:53:55.000Z","263","","84.3587845690497","81.88603827221912","89.26990480663139","85.35069781254691","72.12541817680716","55.558855738884105","55.84244618009846","25.70107519827489","91.9574699317752","85.23669336307805","70.82075509581534","35.338479075830094","85.47360690794719","38.80581578057561","82.32062040267594","32.218558083467855","76.93680541949185","22.22571403846766","71.0756918609288","57.80168129006196","80.650763446727","65.66519437164399","87.58579130072275","80.72829502100575","80.38788629012753","37.74352998873498","76.21468443699086","33.63356080009149","54.93773086066949","39.613756282717056","27.0210948167347","16.755057818623616","55.85755625381148","40.85111536046096","86.29702500361867","82.08782452675078","67.38285213328147","37.999721093443426","44","0.0009271353468595546","0.24251772819736228","0.11733268497099404","0.11429383194325232","0.05936123135928586","0.24251772819736228","73.50088883652131","0.5395093657970429","50.27377178509886","[81.88603827221912,65.66519437164399,80.72829502100575,37.74352998873498,33.63356080009149,39.613756282717056,16.755057818623616,40.85111536046096,82.08782452675078,37.999721093443426,85.35069781254691,55.558855738884105,25.70107519827489,85.23669336307805,35.338479075830094,38.80581578057561,32.218558083467855,22.22571403846766,57.80168129006196]"
"epoch_43","finished","-","","","2025-06-06T18:49:30.000Z","265","","84.23462561401948","81.6399420579781","89.27555628524559","85.33974348560614","72.23348355271295","57.102244889280854","56.6596028989328","26.909753672510135","91.7526063030412","86.24246696415021","72.26616439264433","38.19349079566744","86.34825694996098","38.55013563679325","81.81869048428341","35.73117943683341","77.8337725031862","22.344449698217108","71.32579167025655","58.02402243814888","80.53723430636032","65.56591877597559","87.78966080249978","81.24842619689844","81.28824366610658","38.40801212866872","76.48749344059682","33.72229680591001","54.69508842869201","39.722578963823345","26.754136172941426","22.364597654063903","57.18292589116483","40.9875762209939","86.10045294379918","80.94250864952461","68.66933103863404","37.75883248243333","43","0.0010651119308332296","0.24257022688407023","0.11725111984417942","0.11437488633561074","0.05935481003942987","0.24257022688407023","73.85542722868836","0.536444235086441","51.09464089228828","[81.6399420579781,65.56591877597559,81.24842619689844,38.40801212866872,33.72229680591001,39.722578963823345,22.364597654063903,40.9875762209939,80.94250864952461,37.75883248243333,85.33974348560614,57.102244889280854,26.909753672510135,86.24246696415021,38.19349079566744,38.55013563679325,35.73117943683341,22.344449698217108,58.02402243814888]"
"epoch_42","finished","-","","","2025-06-06T18:45:06.000Z","264","","84.28094507990069","81.52339927162511","89.29121703966476","84.99008797414956","71.93347329135406","57.13976560037046","55.86299252468453","28.196401023732378","91.77694420112778","86.68732848922896","71.78746709072546","36.00403086874854","85.72640104039442","38.93671632749041","81.24661415523336","33.07904257744787","77.44743396072347","24.67184546049153","71.181480879366","57.721688008661495","80.62434924616223","65.89434945066121","87.61522128333415","80.0753647457985","81.15102694979731","38.10628777131876","76.64462862056776","33.77158752546623","54.465929016423395","39.4098946809237","26.012637796408107","15.52429542799432","57.03094911773844","41.336489273560304","86.20753538198305","82.98402307538946","68.1281551098121","39.60221130768321","42","0.0012011244339814315","0.24372344481126043","0.11789308596430843","0.11443791305290832","0.05987182346767445","0.24372344481126043","73.60081062028426","0.5365832412242889","50.82393730846011","[81.52339927162511,65.89434945066121,80.0753647457985,38.10628777131876,33.77158752546623,39.4098946809237,15.52429542799432,41.336489273560304,82.98402307538946,39.60221130768321,84.99008797414956,57.13976560037046,28.196401023732378,86.68732848922896,36.00403086874854,38.93671632749041,33.07904257744787,24.67184546049153,57.721688008661495]"
"epoch_41","finished","-","","","2025-06-06T18:40:40.000Z","265","","84.24051385022679","81.72696979645548","89.23948299105432","85.29133234228749","72.18109907059726","56.91858384712489","56.411634415733346","27.38913651684155","91.69077129914808","85.16323028749734","71.40484854441816","36.98965038774241","85.89030722069785","37.06325793530447","81.15837750054288","33.072853467941556","77.359462538445","23.01191490905133","70.87416289453607","58.19309689476013","80.63136173433004","65.64469027776471","87.69113510967277","80.88343150564536","80.79066178498093","36.56592684392369","76.08058353924291","33.93487919397918","54.45929683646868","39.25172102899418","24.259466143149993","15.991819803364567","56.52035387138805","38.08710075299972","86.34529820391622","83.1548172266437","68.21943227619927","34.945305971770196","41","0.0013354427415283657","0.24452858780328252","0.11846877833586612","0.11452138437190432","0.06016411662632576","0.24452858780328252","73.44464472761835","0.5359491648674011","50.17261678895221","[81.72696979645548,65.64469027776471,80.88343150564536,36.56592684392369,33.93487919397918,39.25172102899418,15.991819803364567,38.08710075299972,83.1548172266437,34.945305971770196,85.29133234228749,56.91858384712489,27.38913651684155,85.16323028749734,36.98965038774241,37.06325793530447,33.072853467941556,23.01191490905133,58.19309689476013]"
"epoch_40","finished","-","","","2025-06-06T18:36:17.000Z","263","","84.25317490925597","81.93073307906145","89.2757532527103","85.34339948221266","72.09170282239397","57.521120857756536","55.50646665007698","26.75513198569739","91.59779341422144","85.53987455531231","70.66884733147786","38.757485929457005","85.33105479589966","39.53611463105565","82.00292126130493","34.572476947804745","76.87467391337512","23.259671269977588","71.01717381992783","57.9172268769686","80.42050716013406","65.66452793722982","87.57710986039653","81.27042447731117","81.26859648979791","38.481615371271324","76.51443809230481","33.68135320466758","54.48052493111675","39.52154178154195","23.26854238855201","19.127567524036635","57.67911590495005","42.201684113666296","86.56024752028182","80.76092174234752","67.67034312087935","35.46482407807221","40","0.0014682736788600235","0.24546373311344905","0.11931708434231712","0.11458159094017575","0.06056486353581492","0.24546373311344905","73.37152566521355","0.536647305727005","50.91093136028676","[81.93073307906145,65.66452793722982,81.27042447731117,38.481615371271324,33.68135320466758,39.52154178154195,19.127567524036635,42.201684113666296,80.76092174234752,35.46482407807221,85.34339948221266,57.521120857756536,26.75513198569739,85.53987455531231,38.757485929457005,39.53611463105565,34.572476947804745,23.259671269977588,57.9172268769686]"
"epoch_39","finished","-","","","2025-06-06T18:31:52.000Z","265","","84.07601724456232","81.9117044241693","89.2123089397566","85.30802208313892","72.18458099779578","58.11483699392737","55.4382430195109","27.149467222846752","91.76629400572762","85.94503133072496","67.80405502596794","35.14450039699771","85.25190941922924","37.19448425655646","80.28433802409535","37.5062035387597","77.00620055678468","23.681683475384215","70.9715888357892","58.19296057169097","80.61881373207254","65.2971244433841","87.5920567540949","81.14046305578006","80.15424346601314","38.92014786597496","76.18573391773674","32.73901918298801","54.285126169818184","39.731301007672165","24.15755225984871","16.1740793457042","57.16404937313051","43.349460641661466","86.67552416684356","81.50671438591817","67.66203025673097","35.165925592077826","39","0.0015997806152591378","0.24744765221617604","0.12122590718530211","0.11472874385027484","0.06129066428079557","0.24744765221617604","73.07845611397416","0.5346963944435119","50.745954200808285","[81.9117044241693,65.2971244433841,81.14046305578006,38.92014786597496,32.73901918298801,39.731301007672165,16.1740793457042,43.349460641661466,81.50671438591817,35.165925592077826,85.30802208313892,58.11483699392737,27.149467222846752,85.94503133072496,35.14450039699771,37.19448425655646,37.5062035387597,23.681683475384215,58.19296057169097]"
"epoch_38","finished","-","","","2025-06-06T18:27:27.000Z","265","","84.01829453859163","81.42645096589021","89.20191605800007","85.13397493921559","71.8106789878614","58.198313112807874","55.44964098221621","27.322801835772832","91.86025496420572","86.01171156287138","68.46370828186323","35.16408388608431","85.61283886493342","38.320448446108614","81.21184273739011","34.93575279671282","76.85661112630088","21.56870190961261","70.95365410246887","58.090435697248935","80.59376740829596","65.3919433738075","87.39356049484576","80.33832479103283","80.5084934187122","36.3266505967429","76.06737598595453","33.661022517987185","54.22429386418275","39.63739856850755","24.470301234300734","15.455789860300207","57.185723891665496","42.63800313341445","86.76895126247847","83.28669702143915","69.15900613350064","38.32133912808872","38","0.001730095732479772","0.24824961985795552","0.12167417212524488","0.1148303847655692","0.06167570524315798","0.24824961985795552","73.25320601777726","0.5381446299552918","50.59104442861293","[81.42645096589021,65.3919433738075,80.33832479103283,36.3266505967429,33.661022517987185,39.63739856850755,15.455789860300207,42.63800313341445,83.28669702143915,38.32133912808872,85.13397493921559,58.198313112807874,27.322801835772832,86.01171156287138,35.16408388608431,38.320448446108614,34.93575279671282,21.56870190961261,58.090435697248935]"
"epoch_37","finished","-","","","2025-06-06T18:23:03.000Z","264","","83.97428010557003","81.14534883959922","89.21898897384702","85.31463496156677","71.72286092732769","57.4272415825724","55.16362875778231","26.88824878586758","91.73767774863668","85.85095959370037","69.95195347737364","36.92598108500365","85.38585472021818","37.15319385881816","83.08201191020751","34.93605224496366","76.49649782421271","24.97221884604031","70.38086648209583","58.21264105742491","80.53331250294153","65.9556264721893","87.54046423904094","80.96990701005251","80.07293810033987","35.867145271321185","75.61199068939443","33.23235032367391","54.01468910104392","40.13422618647599","23.300728097523752","18.00833175293516","57.9199027178755","43.156540715347745","86.6829026318344","82.31476876803025","67.8192962180448","39.9832560771168","37","0.0018593280900972829","0.250100713232698","0.12322065063560282","0.11494349140398982","0.062386250715826","0.250100713232698","73.19004448554267","0.5350996022224426","50.97098281224736","[81.14534883959922,65.9556264721893,80.96990701005251,35.867145271321185,33.23235032367391,40.13422618647599,18.00833175293516,43.156540715347745,82.31476876803025,39.9832560771168,85.31463496156677,57.4272415825724,26.88824878586758,85.85095959370037,36.92598108500365,37.15319385881816,34.93605224496366,24.97221884604031,58.21264105742491]"
"epoch_36","finished","-","","","2025-06-06T18:18:39.000Z","263","","83.94153547010751","81.44985589691507","89.03727893900675","84.95569032955697","71.27230972602052","57.3636894918699","53.59010802140482","28.890954727154405","92.01518414947472","86.1091044763075","70.56343257507363","39.40416558244427","86.0888798499379","37.24876589793474","82.58110002905929","35.77918572192914","76.58284934211729","23.703972812515797","70.54187429541412","58.15561448838652","80.39414516278084","66.01993633356831","87.51159815660469","80.40096587875085","80.7488701101061","35.57633852166938","75.51464756657327","33.9999130193695","53.8857972617064","39.58001607049083","21.66524732089792","12.796735444647313","58.075801324515375","39.605860217813685","86.83532411434042","83.77947212909919","68.54851512890095","37.08827003320101","36","0.001987569142293747","0.2511595293462428","0.12419467034534036","0.11501725673978869","0.06274149426597979","0.2511595293462428","73.12602623916014","0.5357224893569946","50.62676353019076","[81.44985589691507,66.01993633356831,80.40096587875085,35.57633852166938,33.9999130193695,39.58001607049083,12.796735444647313,39.605860217813685,83.77947212909919,37.08827003320101,84.95569032955697,57.3636894918699,28.890954727154405,86.1091044763075,39.40416558244427,37.24876589793474,35.77918572192914,23.703972812515797,58.15561448838652]"
"epoch_35","finished","-","","","2025-06-06T18:14:13.000Z","266","","83.86734172504377","81.52415146530619","89.15560424014414","85.46204244711359","71.45276197172706","56.1884006922288","51.86841839085628","26.677376207343872","91.82748192816642","86.32408074727455","71.36839646346938","36.90751906083517","86.19799977798438","37.862657112367145","81.90839509837669","35.53985145770977","76.9809810709032","26.17062362070192","70.43292072102683","58.218058247445526","80.46924892119395","65.57070460030039","87.59545698578478","80.37893666141555","80.27980245497277","37.38809007373944","76.26082160191676","33.27122687174026","53.65811255942904","39.39706195798347","23.001786414330752","15.03701310252938","57.831668356036914","43.044498082236096","86.51583313667417","82.28351153350937","68.83472319767424","39.76329672671661","35","0.0021148966368853116","0.2527876520960689","0.12554534448846302","0.11519886505891956","0.06343655881611748","0.2527876520960689","73.13198710609008","0.5364494590759278","50.89521582465774","[81.52415146530619,65.57070460030039,80.37893666141555,37.38809007373944,33.27122687174026,39.39706195798347,15.03701310252938,43.044498082236096,82.28351153350937,39.76329672671661,85.46204244711359,56.1884006922288,26.677376207343872,86.32408074727455,36.90751906083517,37.862657112367145,35.53985145770977,26.17062362070192,58.218058247445526]"
