"Name","State","Notes","User","Tags","Created","Runtime","Sweep","class_0_train","class_0_val","class_10_train","class_10_val","class_11_train","class_11_val","class_12_train","class_12_val","class_13_train","class_13_val","class_14_train","class_14_val","class_15_train","class_15_val","class_16_train","class_16_val","class_17_train","class_17_val","class_18_train","class_18_val","class_1_train","class_1_val","class_2_train","class_2_val","class_3_train","class_3_val","class_4_train","class_4_val","class_5_train","class_5_val","class_6_train","class_6_val","class_7_train","class_7_val","class_8_train","class_8_val","class_9_train","class_9_val","epoch","loss","loss_aux1","loss_aux2","loss_main","lr","train_flops","train_fps","train_latency","train_loss","train_mIoU","train_params","val_flops","val_fps","val_latency","val_loss","val_mIoU","val_mIoU_per_class","val_params"
"epoch_50","finished","-","","","2025-05-31T20:05:29.000Z","468","","82.20776784222885","80.37215101367319","87.59434209204966","82.99749823167978","65.35051461670223","55.88480582699772","50.435529268081545","30.90554792736914","79.00435928741778","72.01465643356106","78.60404796945808","32.858406380014024","80.36398682310065","35.21926287350296","84.71275129279519","35.27413127413126","63.927507324623534","25.112632944663936","57.192784388877314","52.28529929581285","74.71073745852753","60.68818585538496","85.43342911607408","79.39877216635216","63.94307584093115","33.460379990972136","69.14272596019177","31.146847837035217","35.55541380623916","28.892487930984167","38.2051346619502","24.789196947323383","52.799483856224896","42.27752080390717","84.71461206455021","81.93314146788674","69.8285951308645","43.91106447625819","50","0.13820801800443927","0.2974550491980924","0.16907340739367877","0.12549925749083513","0","25.779775698","56.46992482069526","18.64974021911621","0.13820801800443927","68.61719993688887","12581672","25.779775698","55.92449752225015","17.895522594451904","0.2689112710952759","48.91694682513211","[80.37215101367319,60.68818585538496,79.39877216635216,33.460379990972136,31.146847837035217,28.892487930984167,24.789196947323383,42.27752080390717,81.93314146788674,43.91106447625819,82.99749823167978,55.88480582699772,30.90554792736914,72.01465643356106,32.858406380014024,35.21926287350296,35.27413127413126,25.112632944663936,52.28529929581285]","12581672"
"epoch_49","finished","-","","","2025-05-31T19:58:16.000Z","433","","82.26667905937879","80.32950280840014","87.71524732831774","83.4440388493593","65.71146945227194","56.30608555592923","49.40905004874467","30.76524536297982","78.61807265951091","73.3656781533256","78.73620408901755","33.6055416991331","79.99222044616089","34.77005155564675","86.30721777961207","36.67851548379322","63.227515846879825","24.639333571744107","57.185122887922645","52.180633146312296","74.5664197109974","60.240500509544646","85.41189928429887","79.41881931530868","63.67303209174134","34.06969615562122","68.78253942757489","31.264113265760013","35.61315743890629","28.53457455922278","37.29658045274009","24.063079321386436","52.75323044179018","42.15521222638838","84.7392853411234","81.08387743418608","69.62222575387601","43.32869972381248","49","0.1386687933791988","0.29827462148120387","0.16967620981179424","0.1259502078058155","0.0001557448795224151","","","","0.1386687933791988","68.50669313372977","","","","","0.27179786169528963","48.96016835251864","[80.32950280840014,60.240500509544646,79.41881931530868,34.06969615562122,31.264113265760013,28.53457455922278,24.063079321386436,42.15521222638838,81.08387743418608,43.32869972381248,83.4440388493593,56.30608555592923,30.76524536297982,73.3656781533256,33.6055416991331,34.77005155564675,36.67851548379322,24.639333571744107,52.180633146312296]",""
"epoch_48","finished","-","","","2025-05-31T19:51:03.000Z","432","","82.29775107476392","80.07505676929173","87.64542295902379","82.95180060987961","65.7349689301909","54.83735308709316","50.05407168022331","30.03818071189534","78.2605505374807","76.5220906559595","78.28558740096187","33.882294384344284","78.6561523785563","36.15206744567241","85.71302260449794","35.77028889520509","63.79561785562665","19.197409723888985","57.284234640358555","52.003866320753865","74.72589228307088","60.24238813531891","85.4922771948106","79.04471010631832","64.08393840138035","31.155799428632413","68.97233315487685","30.968425377312514","35.6157418456195","28.906133918744377","37.30664043205908","24.345337328983117","52.43532431312295","41.96557381291766","84.75035645649658","81.7644857193228","69.4895184166448","43.98869251310866","48","0.13843507334855373","0.2978795665214383","0.1693363762045938","0.12572931646163227","0.00029063022171467727","","","","0.13843507334855373","68.45260013472449","","","","","0.2694797991514206","48.62168183919172","[80.07505676929173,60.24238813531891,79.04471010631832,31.155799428632413,30.968425377312514,28.906133918744377,24.345337328983117,41.96557381291766,81.7644857193228,43.98869251310866,82.95180060987961,54.83735308709316,30.03818071189534,76.5220906559595,33.882294384344284,36.15206744567241,35.77028889520509,19.197409723888985,52.003866320753865]",""
"epoch_47","finished","-","","","2025-05-31T19:43:52.000Z","431","","82.2658958408111","79.78279448714714","87.68043009029282","82.81865705947125","65.58854091298201","54.47940913369895","50.00352114069133","29.837472932602942","78.44178434678483","75.85235386152652","80.60037821997071","32.964049510793075","79.705230633718","34.99850899538857","85.76345114280751","36.04809990731254","63.80302807584888","19.68999513033251","57.2956536360086","52.063460466768454","74.66517738086168","60.41480444452627","85.4207819263882","79.31039829235294","64.09573688925394","32.349639146917625","68.9006540384846","31.313031456603635","35.48217171556391","28.761988046376295","37.54528792464089","24.92726864442725","52.685259795065534","42.00746684330167","84.8137395492942","82.11013472930388","69.76025959697196","43.794301674548","47","0.13825218682829055","0.29682551130993673","0.16938937205167218","0.12563747952457602","0.0004186228271549643","","","","0.13825218682829055","68.65878857139163","","","","","0.2683441628217697","48.60651761912629","[79.78279448714714,60.41480444452627,79.31039829235294,32.349639146917625,31.313031456603635,28.761988046376295,24.92726864442725,42.00746684330167,82.11013472930388,43.794301674548,82.81865705947125,54.47940913369895,29.837472932602942,75.85235386152652,32.964049510793075,34.99850899538857,36.04809990731254,19.68999513033251,52.063460466768454]",""
"epoch_46","finished","-","","","2025-05-31T19:36:42.000Z","430","","82.28382329443598","80.39357215261688","87.57897504779368","83.1933719163509","65.55958672431188","55.01893982041244","50.00810492709089","28.86609966723657","78.71569419312537","72.20383918407803","79.39438352967643","34.06010373933881","80.26388359313184","35.44653431559507","84.57491689513762","36.189195568745696","63.214584745424816","24.40912881690295","57.21575056853111","52.32753583366085","74.46103138498135","60.829198457031055","85.413263860955","79.08794606603018","63.9039525561896","33.77550261242294","68.66598057956396","30.626408225603495","35.20877277200191","28.86923202189274","37.00499572716181","24.97439592736783","52.4008158569976","42.1131380911242","84.72275598428878","82.00678389667495","69.67651482029179","44.19569990409944","46","0.13869577221591356","0.2982552742381739","0.16968304953957333","0.1260068455649393","0.0005423351703949019","","","","0.13869577221591356","68.43514668742587","","","","","0.272012757897377","48.87298032722026","[80.39357215261688,60.829198457031055,79.08794606603018,33.77550261242294,30.626408225603495,28.86923202189274,24.97439592736783,42.1131380911242,82.00678389667495,44.19569990409944,83.1933719163509,55.01893982041244,28.86609966723657,72.20383918407803,34.06010373933881,35.44653431559507,36.189195568745696,24.40912881690295,52.32753583366085]",""
"epoch_45","finished","-","","","2025-05-31T19:29:32.000Z","430","","82.16602829990951","79.86238101314757","87.53788663149938","83.36268532465144","65.61049678326243","56.12097610925279","50.27539791746343","30.65623883441184","79.14744746162144","75.89836880997474","79.07901765247712","31.152063727361885","78.87396255244734","35.61423688109855","86.00164632825475","35.77977960720083","63.253049641174975","22.66815374800914","56.86151375585765","51.83202715143006","74.52045906367269","60.68524127593833","85.37135053876742","78.94174781662838","63.74496043999549","32.829074769441576","69.03463442422712","31.265313983204173","35.36851688569882","28.3656884073785","37.46309569086003","23.3936090623503","52.33248342007247","42.050982046269326","84.78020589383627","81.80394039098522","69.58343011094003","44.023150089074576","45","0.1390915625650464","0.29924477936354","0.16996052836568","0.12641037409087175","0.0006629591683281091","","","","0.1390915625650464","68.47397807852833","","","","","0.26959275162220003","48.75292942356891","[79.86238101314757,60.68524127593833,78.94174781662838,32.829074769441576,31.265313983204173,28.3656884073785,23.3936090623503,42.050982046269326,81.80394039098522,44.023150089074576,83.36268532465144,56.12097610925279,30.65623883441184,75.89836880997474,31.152063727361885,35.61423688109855,35.77977960720083,22.66815374800914,51.83202715143006]",""
"epoch_44","finished","-","","","2025-05-31T19:22:21.000Z","431","","82.26240110411021","80.4053197913358","87.5375579561521","83.19673038583959","65.17464910510192","54.57841292631769","49.55809286269464","29.125258123699783","78.80206582285881","74.93068724232147","78.7518032395245","33.64110731874218","80.8335261453031","33.39177203895774","85.967389366289","35.913964423987764","63.271577710585824","23.745388534285873","56.75121341567184","52.34333850563805","74.52576409507579","61.34476585696076","85.36788837035985","79.41824960530082","63.76313356375232","33.060216629668474","68.46795255816834","30.68803392480089","35.351555702625106","28.370495229039765","36.57577964572452","25.52231764005522","52.249921956986675","41.99375770387473","84.62127324270544","80.22240993012275","69.09498095667836","42.33006264343776","44","0.1396864243704854","0.30019797464363446","0.17038597067955494","0.1271630257045798","0.0007811778174919846","","","","0.1396864243704854","68.36465930633517","","","","","0.2725625872612","48.64327833970459","[80.4053197913358,61.34476585696076,79.41824960530082,33.060216629668474,30.68803392480089,28.370495229039765,25.52231764005522,41.99375770387473,80.22240993012275,42.33006264343776,83.19673038583959,54.57841292631769,29.125258123699783,74.93068724232147,33.64110731874218,33.39177203895774,35.913964423987764,23.745388534285873,52.34333850563805]",""
"epoch_43","finished","-","","","2025-05-31T19:15:12.000Z","428","","82.26683262387503","79.95818475283882","87.54515573865734","83.28335753609306","65.26607505261445","55.294636758723655","49.92608219849161","29.747651361352496","78.71638409276824","73.9398197731775","79.27214270577363","31.39963167587477","80.29764423139832","33.863590112866106","84.01948866687904","36.39359129383312","60.91275189066637","21.47978556017222","57.21371319308363","52.48834139145034","74.38496512343093","60.792598031057075","85.3766542584877","79.04988647097052","63.538797938459936","35.42134961300959","68.11683950571347","30.591375218517395","35.26409188559433","28.017364815776975","36.85111420390012","21.99000814233239","52.153162563572394","41.643897386903426","84.62028866050035","81.6168997167613","69.65713891056402","42.922805744128475","43","0.1400205584731114","0.3001124316651099","0.1709199467195203","0.1276416563388652","0.0008974329544562344","","","","0.1400205584731114","68.17891176023319","","","","","0.2728945330381393","48.41551449241259","[79.95818475283882,60.792598031057075,79.04988647097052,35.42134961300959,30.591375218517395,28.017364815776975,21.99000814233239,41.643897386903426,81.6168997167613,42.922805744128475,83.28335753609306,55.294636758723655,29.747651361352496,73.9398197731775,31.39963167587477,33.863590112866106,36.39359129383312,21.47978556017222,52.48834139145034]",""
"epoch_42","finished","-","","","2025-05-31T19:08:01.000Z","431","","82.26890310983366","80.35306084935404","87.57687368421918","83.29320172675195","65.4019107742522","54.82906312025144","49.93564862901903","29.962765207954213","78.20585796033801","70.6640071155452","79.44595454038017","34.796931145845086","79.30599174032787","33.06272918216877","85.28105392902158","36.19281142062265","63.141141795889425","23.16633880898244","56.85136187021431","52.18323519511438","74.52661493583588","61.02853618557506","85.40111311485589","78.9738725722447","63.93207836999486","32.0595461090857","68.22326518753245","30.492664206799503","35.21244733520945","28.522084134833932","36.75403447803563","25.205298215958923","52.16428711532307","41.98934933844804","84.64655480655382","82.33060122101948","68.48739820213076","43.45671450216733","42","0.1400952770092712","0.30024523896570426","0.17094195484356722","0.12774510306256415","0.001012033212898359","","","","0.1400952770092712","68.25065745152457","","","","","0.27450659942626954","48.55593738203804","[80.35306084935404,61.02853618557506,78.9738725722447,32.0595461090857,30.492664206799503,28.522084134833932,25.205298215958923,41.98934933844804,82.33060122101948,43.45671450216733,83.29320172675195,54.82906312025144,29.962765207954213,70.6640071155452,34.796931145845086,33.06272918216877,36.19281142062265,23.16633880898244,52.18323519511438]",""
"epoch_41","finished","-","","","2025-05-31T19:00:50.000Z","431","","82.27921178945391","80.27502246742925","87.49587354668658","83.08909148337612","65.34518461388134","55.10889722842559","48.98166204020842","30.46277459109704","78.60636909736529","72.77943232506588","78.35955378231701","32.187343320085596","79.24737837672923","33.70263120918327","86.2417256070201","35.30257685879745","60.46329402442663","23.84388376572153","56.38004085748347","51.64715136628536","74.279082095322","60.57111054966982","85.33493073937912","79.0100649874962","64.05607718512795","31.798758388477093","68.31051250012737","30.64452521128405","34.98958222809361","28.755340694840836","37.31593270044076","23.389565395871593","51.97959867135632","41.97465894625945","84.48390933091426","81.89135132941267","69.0206811134572","43.800423072883525","41","0.1408706968294755","0.30236604760469676","0.1714251186253157","0.128508852372946","0.0011252059904158424","","","","0.1408706968294755","68.06161054209423","","","","","0.2722962378263474","48.43340016798223","[80.27502246742925,60.57111054966982,79.0100649874962,31.798758388477093,30.64452521128405,28.755340694840836,23.389565395871593,41.97465894625945,81.89135132941267,43.800423072883525,83.08909148337612,55.10889722842559,30.46277459109704,72.77943232506588,32.187343320085596,33.70263120918327,35.30257685879745,23.84388376572153,51.64715136628536]",""
"epoch_40","finished","-","","","2025-05-31T18:53:42.000Z","428","","82.26821764467714","80.19064690732807","87.5174075500044","83.45054622498904","65.30689003386968","55.00916786676918","49.39088941206213","26.61783756851021","78.4948340694519","70.82720192540322","78.55096392794331","29.894153544167875","79.83893065823915","34.50062688881964","85.11376648353071","38.59137953488608","61.926048235039175","18.971241073151894","56.691959839573634","52.48880243525264","74.19738624985884","60.517871127314","85.24920865452988","79.28485377026992","64.01558497880549","33.656130177755806","68.30199701210138","30.625931715749115","34.96070376423962","28.22046017292898","37.15429502782859","24.09664461857372","51.991652692132874","41.900217592935455","84.4942403704093","82.40021613468312","69.21155272203174","44.50333103246128","40","0.14122498573844366","0.3026785124045899","0.17165741769942922","0.129037019993361","0.0012371255521838591","","","","0.14122498573844366","68.14086996454364","","","","","0.2717350174188614","48.19722422694469","[80.19064690732807,60.517871127314,79.28485377026992,33.656130177755806,30.625931715749115,28.22046017292898,24.09664461857372,41.900217592935455,82.40021613468312,44.50333103246128,83.45054622498904,55.00916786676918,26.61783756851021,70.82720192540322,29.894153544167875,34.50062688881964,38.59137953488608,18.971241073151894,52.48880243525264]",""
"epoch_39","finished","-","","","2025-05-31T18:46:33.000Z","428","","82.1982398064168","80.30737932040778","87.49974465852777","83.08888652568271","65.28603749670808","55.30763106405714","48.614689623744326","31.577504520487427","78.56584392441933","73.47875105173965","78.73339071718675","32.94056563989316","78.21103867238313","36.863835773917515","85.6853462116742","37.21547503540878","61.966864615856984","22.707199971989645","56.846638569499575","51.91546732727189","74.01678798225045","60.09031903921006","85.22129229253174","79.27208439531789","62.97183310419376","34.69902083814207","68.55911125488575","31.39545065075583","34.69843259716388","27.949682035418416","37.06168948536756","24.923064257193424","52.01884377416298","41.816482375035456","84.6627213236072","81.54222357534361","69.0112351501403","43.58897277247585","39","0.14186797660725717","0.30314523796847154","0.17276436450675547","0.12974953899780908","0.0013479295485035883","","","","0.14186797660725717","67.9910411189853","","","","","0.26878758001327513","48.98315769314465","[80.30737932040778,60.09031903921006,79.27208439531789,34.69902083814207,31.39545065075583,27.949682035418416,24.923064257193424,41.816482375035456,81.54222357534361,43.58897277247585,83.08888652568271,55.30763106405714,31.577504520487427,73.47875105173965,32.94056563989316,36.863835773917515,37.21547503540878,22.707199971989645,51.91546732727189]",""
"epoch_38","finished","-","","","2025-05-31T18:39:23.000Z","430","","82.14621718372447","80.29674994523351","87.50750506303858","83.19751690993539","65.02660291944633","54.6612552541073","49.68532608395356","30.081788588889925","78.2799418217148","70.99641686692794","77.61213892571612","33.94571321562218","79.40460128458714","37.25136354843087","86.1400021750247","34.46037973062639","61.684336328674384","22.767843816233313","56.41416860965458","52.23174454558186","74.05244753792833","60.95887696159641","85.28212628358051","79.00141703733598","64.00916230967073","35.637232211471485","67.93032346960416","31.466836276875803","34.98823685671856","28.148833639428744","36.57511859211401","24.383595673472023","51.74382429425313","41.75937490922822","84.8222410396773","82.39334384222566","68.57604297966434","44.65141348486025","38","0.14223308990171543","0.30457706791147326","0.17283493166661446","0.1300506258321779","0.001457729351953481","","","","0.14223308990171543","67.99370335572344","","","","","0.26896737051010133","48.85745770832017","[80.29674994523351,60.95887696159641,79.00141703733598,35.637232211471485,31.466836276875803,28.148833639428744,24.383595673472023,41.75937490922822,82.39334384222566,44.65141348486025,83.19751690993539,54.6612552541073,30.081788588889925,70.99641686692794,33.94571321562218,37.25136354843087,34.46037973062639,22.767843816233313,52.23174454558186]",""
"epoch_37","finished","-","","","2025-05-31T18:32:14.000Z","429","","82.215005497513","79.99804891003377","87.55890716328811","83.1828619460525","65.04492524102095","54.51720638573251","49.48955156756074","29.303411675511747","78.17212661271931","74.44648238225801","78.70435943138835","33.740727740727735","78.12338922706368","34.52641953655203","85.76005586721577","35.4557987247975","61.06280467566696","24.082745442040704","56.44745820652965","51.40205498547043","74.03862651562373","60.96605493969408","85.18324362610056","79.38059037561096","62.642655436081085","33.77968737532109","67.61749434883903","31.133968216550308","34.61346348810611","28.68029287714158","36.62582553501702","23.507656098961903","51.74991077412964","41.65664746543181","84.74710548637135","81.34725913413014","68.6123703628302","42.53895993654009","37","0.14277768140758268","0.3052040820813361","0.17349357410089963","0.1307007885578328","0.0015666168530232506","","","","0.14277768140758268","67.81101468752975","","","","","0.27205780386924744","48.612993376239935","[79.99804891003377,60.96605493969408,79.38059037561096,33.77968737532109,31.133968216550308,28.68029287714158,23.507656098961903,41.65664746543181,81.34725913413014,42.53895993654009,83.1828619460525,54.51720638573251,29.303411675511747,74.44648238225801,33.740727740727735,34.52641953655203,35.4557987247975,24.082745442040704,51.40205498547043]",""
"epoch_36","finished","-","","","2025-05-31T18:25:03.000Z","430","","82.25558270340585","80.33671874742461","87.57725584905202","83.0344946312552","64.65422926595544","54.36863291613686","48.51487254635484","27.214291932815915","77.83715508548332","73.31134270938774","77.49447555775257","34.5310199205401","79.39494553376906","34.49019156635584","85.6115771357563","37.61137388626112","62.087623144507646","19.692359702501683","55.95171032621501","52.17970990038132","74.06962481352554","60.411911371357085","85.14967570646556","79.48798616950461","63.45055638565905","34.888906086089186","67.0217722575707","31.520515798739268","34.43269892917035","28.226850865708514","36.49348744406542","22.847290588154195","51.511747269017405","41.67651903762345","84.48159756135097","81.38345688711992","68.21927871806419","44.71781024597743","36","0.14395507366299326","0.3063532625142551","0.17436480125928958","0.13238531163403097","0.0016746691084000315","","","","0.14395507366299326","67.69525611753376","","","","","0.2656088822484016","48.52270436649127","[80.33671874742461,60.411911371357085,79.48798616950461,34.888906086089186,31.520515798739268,28.226850865708514,22.847290588154195,41.67651903762345,81.38345688711992,44.71781024597743,83.0344946312552,54.36863291613686,27.214291932815915,73.31134270938774,34.5310199205401,34.49019156635584,37.61137388626112,19.692359702501683,52.17970990038132]",""
"epoch_35","finished","-","","","2025-05-31T18:17:52.000Z","431","","82.18889319417407","79.87711627002476","87.41677028813358","83.1335996600008","64.66021554005876","54.52223835056432","48.10706576531057","31.00815368089032","78.14334526929022","76.91057194148084","75.83604236458977","32.742784572052855","78.98337743212393","33.09391904448585","85.28232937140197","33.93692235423653","61.87247093567658","23.86371122367959","56.0954088564645","50.858605315566386","73.69341293419161","60.16084596606306","85.05062824688345","79.1832820686094","63.02916755455315","29.39035383072561","67.33073796091713","30.375752651785938","34.50337883823426","27.891700681943416","36.05701623126612","23.774168441749953","51.51362777141474","41.91874804807931","84.8301453956828","80.99164989836768","68.39461172497356","41.327602816473345","35","0.14432982306064843","0.3073510502965092","0.17505766743315387","0.13257828356731333","0.0017819516261776958","","","","0.14432982306064843","67.52571819343899","","","","","0.27400636637210846","48.15588035877789","[79.87711627002476,60.16084596606306,79.1832820686094,29.39035383072561,30.375752651785938,27.891700681943416,23.774168441749953,41.91874804807931,80.99164989836768,41.327602816473345,83.1335996600008,54.52223835056432,31.00815368089032,76.91057194148084,32.742784572052855,33.09391904448585,33.93692235423653,23.86371122367959,50.858605315566386]",""
