"Name","State","Notes","User","Tags","Created","Runtime","Sweep","class_0_train","class_0_val","class_10_train","class_10_val","class_11_train","class_11_val","class_12_train","class_12_val","class_13_train","class_13_val","class_14_train","class_14_val","class_15_train","class_15_val","class_16_train","class_16_val","class_17_train","class_17_val","class_18_train","class_18_val","class_1_train","class_1_val","class_2_train","class_2_val","class_3_train","class_3_val","class_4_train","class_4_val","class_5_train","class_5_val","class_6_train","class_6_val","class_7_train","class_7_val","class_8_train","class_8_val","class_9_train","class_9_val","epoch","loss","lr","train_flops","train_fps","train_latency","train_loss","train_loss_final","train_mIoU","train_mIoU_final","train_mIoU_per_class","train_params","val_flops","val_fps","val_latency","val_loss","val_loss_final","val_mIoU","val_mIoU_final","val_mIoU_per_class","val_params"
"epoch_50","finished","-","","","2025-05-17T09:57:29.000Z","1325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","0.2038792340326628","0","374.664739584","7.098836019939177","142.6158893108368","","0.2038792340326628","","60.42164984546092","","43795724","374.664739584","7.089379227063","141.06286334991455","","0.2991351799336736","","50.50062711042415","","43795724"
"epoch_49","finished","-","","","2025-05-17T09:40:07.000Z","1041","","77.63952926985715","75.86372665891426","84.4752057528787","81.61513173914882","62.29994498583997","55.74248065951842","39.10535426802097","30.404441635821968","86.5285769178875","83.451211927611","63.129441759508374","50.06519561902596","67.28459887676361","54.84263969612836","77.31064289757228","31.43787894227339","49.92249076102953","33.52159665046639","53.15601153386945","52.00183363637606","68.11421321956622","58.41533422815253","82.46241759405675","78.49254182845725","48.15612870628307","30.223551888204668","49.456998866185806","28.82376738305942","28.57167986549912","24.71818600669099","30.956161586927873","25.434338126948948","41.80198468634151","36.990226646241936","83.69465656879834","81.47287804679047","56.26467045358892","40.14932211468366","49","0.20487486020811185","0.0000029575152732566297","","","","0.20487486020811185","","60.54372150370923","","","","","","","0.2961960826626795","","50.19296228602709","","[75.86372665891426,58.41533422815253,78.49254182845725,30.223551888204668,28.82376738305942,24.71818600669099,25.434338126948948,36.990226646241936,81.47287804679047,40.14932211468366,81.61513173914882,55.74248065951842,30.404441635821968,83.451211927611,50.06519561902596,54.84263969612836,31.43787894227339,33.52159665046639,52.00183363637606]",""
"epoch_48","finished","-","","","2025-05-17T09:22:53.000Z","1033","","77.60329583273574","75.91852642654912","84.70665278599104","81.92354941309615","62.06454684102343","55.44226755740507","38.712708118348296","30.5716777165573","86.51176250634357","83.69848671423026","63.341003518300695","49.904717445309785","69.45004541951111","55.90912819516964","75.79514196068169","36.09984360101579","50.139429661171434","33.98428481275684","53.041299130181066","52.16005729349826","67.84149061525831","58.539565513921374","82.44648386957259","78.47348319237155","48.196455896763496","30.622819165019084","49.67540590331101","29.03787077814501","28.56625940980367","25.167009206316475","31.044297587685417","26.104469003289715","42.0794818383023","37.55368888145739","83.71835171549498","81.63362323153405","56.82011508192792","40.63032205125381","48","0.20481033746920924","0.000005518918645844864","","","","0.20481033746920924","","60.618643562758294","","","","","","","0.294218602919293","","50.70396790520509","","[75.91852642654912,58.539565513921374,78.47348319237155,30.622819165019084,29.03787077814501,25.167009206316475,26.104469003289715,37.55368888145739,81.63362323153405,40.63032205125381,81.92354941309615,55.44226755740507,30.5716777165573,83.69848671423026,49.904717445309785,55.90912819516964,36.09984360101579,33.98428481275684,52.16005729349826]",""
"epoch_47","finished","-","","","2025-05-17T09:05:39.000Z","1034","","77.6126912226818","75.93500351947603","84.62905650128326","81.66332142488916","62.276526759083495","55.523243494043584","38.31527934189789","30.284275564255235","86.69080303992331","83.68331000062255","64.69473747788672","50.70097832312469","68.95610939271744","55.74958591323016","76.99055611695556","37.205563020179945","49.5619569263005","33.61414111354019","52.84633384775318","52.302572944697765","67.82799169800145","58.50027974121921","82.48702313166544","78.39212228687433","48.18983475122777","30.07456296024584","49.21979462891245","29.14109094075138","28.590054366973305","25.31347241620002","31.18284028882887","25.400984883440756","41.747936605587775","37.17847381028522","83.80357691731818","81.4746306860425","56.71767416879313","41.01671348214916","47","0.20484187293314296","0.000007949432487547622","","","","0.20484187293314296","","60.64951458862062","","","","","","","0.2945499345214067","","50.6923329750141","","[75.93500351947603,58.50027974121921,78.39212228687433,30.07456296024584,29.14109094075138,25.31347241620002,25.400984883440756,37.17847381028522,81.4746306860425,41.01671348214916,81.66332142488916,55.523243494043584,30.284275564255235,83.68331000062255,50.70097832312469,55.74958591323016,37.205563020179945,33.61414111354019,52.302572944697765]",""
"epoch_46","finished","-","","","2025-05-17T08:48:21.000Z","1037","","77.56643669815088","75.92570608424012","84.59030973087974","81.76729218177792","62.1724527914501","55.70841595442444","38.89008295453506","29.5650505981753","86.73650654982715","83.66290063603688","63.97807209540722","50.48317837898204","69.11297495968529","55.62541345962009","78.42084993995411","37.3217725172109","50.81653098618337","33.895046993295665","53.26931111357547","52.20697884403157","67.96500724628328","58.51123673065186","82.44004861533554","78.30402578676349","48.63709782994125","30.88129359037115","49.5538721815314","28.54516690175366","28.527309222293805","24.74243735798309","30.871762224963195","25.15262495137758","41.96780925143578","36.89353034599306","83.77133655730238","81.5584320448291","56.83200269838359","40.34258710087682","46","0.20463960502609496","0.000010298666348361789","","","","0.20463960502609496","","60.84840913932203","","","","","","","0.2951045566333268","","50.583846866231305","","[75.92570608424012,58.51123673065186,78.30402578676349,30.88129359037115,28.54516690175366,24.74243735798309,25.15262495137758,36.89353034599306,81.5584320448291,40.34258710087682,81.76729218177792,55.70841595442444,29.5650505981753,83.66290063603688,50.48317837898204,55.62541345962009,37.3217725172109,33.895046993295665,52.20697884403157]",""
"epoch_45","finished","-","","","2025-05-17T08:31:01.000Z","1040","","77.5602827837723","75.90845876556733","84.58319691938325","81.68132884428616","62.218810979396736","55.686416743232925","39.226328709758256","29.42958971092095","86.55891493957365","83.5098259285863","62.98140520225357","50.1480689209301","69.37102472310175","55.48499252171053","76.67726945748485","36.78531736231167","50.04058656654384","34.073590834343406","53.19668581303244","52.46847783131846","68.15481373025337","58.55212404214446","82.5055955762803","78.31740652043203","48.33702216069698","29.778951237911393","49.24905281293602","28.543861808995665","28.43997979606988","24.640915249575706","31.141558646544944","24.94876886881329","41.83638440204896","37.02051356630249","83.69544022522533","81.4190344088411","56.23802505871019","40.63137343702726","45","0.20540943707673603","0.000012589254117941671","","","","0.20540943707673603","","60.63223044752982","","","","","","","0.2983466513499528","","50.47521140017111","","[75.90845876556733,58.55212404214446,78.31740652043203,29.778951237911393,28.543861808995665,24.640915249575706,24.94876886881329,37.02051356630249,81.4190344088411,40.63137343702726,81.68132884428616,55.686416743232925,29.42958971092095,83.5098259285863,50.1480689209301,55.48499252171053,36.78531736231167,34.073590834343406,52.46847783131846]",""
"epoch_44","finished","-","","","2025-05-17T08:13:35.000Z","1046","","77.58513915687416","75.8965813565754","84.66001952700078","81.7972172961314","62.09686906347284","55.671128431251546","38.91097296418237","29.820774875608507","86.60542242411734","83.63094135193984","63.434328665969275","49.88984613885807","69.92338963719777","55.92544288382473","76.14898147658616","36.60313275087702","50.10057051583061","33.52170883297148","52.976513994538266","51.933035873517866","67.87614883684788","58.452228225518574","82.45871350432938","78.32120403249883","47.68841322263794","29.007671807050617","49.26863098179457","28.662748058335","28.55577299839843","24.836556159122505","30.82036688445434","25.10180898317417","41.8773940722453","37.37332802821537","83.7691060094142","81.37204393080702","55.80282554991546","40.52534422965721","44","0.2055457205518739","0.000014834165549752874","","","","0.2055457205518739","","60.55576734135826","","","","","","","0.29647178077947595","","50.43909174978606","","[75.8965813565754,58.452228225518574,78.32120403249883,29.007671807050617,28.662748058335,24.836556159122505,25.10180898317417,37.37332802821537,81.37204393080702,40.52534422965721,81.7972172961314,55.671128431251546,29.820774875608507,83.63094135193984,49.88984613885807,55.92544288382473,36.60313275087702,33.52170883297148,51.933035873517866]",""
"epoch_43","finished","-","","","2025-05-17T07:56:17.000Z","1038","","77.59757815277838","75.94515001366717","84.67304360611307","81.7209449991492","62.27514926569746","55.585460557360264","39.010523112541414","29.931049971925876","86.5560933165107","83.46547923377224","63.24577291582831","50.20616037833171","68.62576666183283","55.861736908447945","71.49146184081306","39.78692502683733","50.611431859362746","33.889870911102264","53.133296439495346","52.45698227485449","67.66939028891031","58.2539682079206","82.48167902302144","78.43445970289315","47.714720308778155","31.191058482716883","49.64402976537563","28.651555071134148","28.550622045312068","25.139781005002753","31.00135427864365","26.07962359405414","41.7109462768513","37.22849725671779","83.7003571699052","81.66482585133166","56.37805035554984","40.66893168837745","43","0.20633127064024673","0.000017041790893331676","","","","0.20633127064024673","","60.31954035175372","","","","","","","0.29292507478576935","","50.850655849241946","","[75.94515001366717,58.2539682079206,78.43445970289315,31.191058482716883,28.651555071134148,25.139781005002753,26.07962359405414,37.22849725671779,81.66482585133166,40.66893168837745,81.7209449991492,55.585460557360264,29.931049971925876,83.46547923377224,50.20616037833171,55.861736908447945,39.78692502683733,33.889870911102264,52.45698227485449]",""
"epoch_42","finished","-","","","2025-05-17T07:38:56.000Z","1041","","77.55084968251757","75.7935832412166","84.4842834977075","81.58589658663685","62.32330616925985","55.63214632593556","38.10576723483106","29.6000208962654","86.53723035001833","83.07319331287852","62.285502149277065","49.71303587618883","67.58925497661043","55.145759810699566","75.70018721356749","33.4150008177232","49.76867293580943","33.57308030308552","52.899544776099546","52.93077337634047","67.70604587838302","58.14395372595017","82.44079049248764","78.22770404877912","47.635263637456966","30.344799916190595","49.16935876260597","28.567271051872893","28.341329562694067","24.718225033947636","31.078686108741177","25.44716691192748","41.839520727322174","37.03312508427345","83.6704737744715","81.55258299530388","56.462581866842775","39.82171810284355","42","0.20690828758000415","0.000019217990943702904","","","","0.20690828758000415","","60.2941394629844","","","","","","","0.29866795197218476","","50.227317758845224","","[75.7935832412166,58.14395372595017,78.22770404877912,30.344799916190595,28.567271051872893,24.718225033947636,25.44716691192748,37.03312508427345,81.55258299530388,39.82171810284355,81.58589658663685,55.63214632593556,29.6000208962654,83.07319331287852,49.71303587618883,55.145759810699566,33.4150008177232,33.57308030308552,52.93077337634047]",""
"epoch_41","finished","-","","","2025-05-17T07:21:13.000Z","1062","","77.53333206491807","75.86305524663479","84.49578938241787","81.52146154579313","61.931162111950066","54.75874616410956","38.57813445819644","29.510941475072933","86.38980655009657","82.78796070458864","63.933804424621485","49.21292111261531","69.19512826183671","54.71030454497486","73.6825819459203","29.210261866761233","49.58283022867835","32.89893387741026","52.94035023631164","52.13827038153232","67.6122043940103","58.26517261435688","82.42964658577388","78.51028553166093","48.26659939098279","29.3046591776977","48.63341445653268","28.995312058819614","28.447059228232423","24.702822360783575","30.413764448384956","25.27006922053473","41.705422050644685","36.933563525057075","83.6154146918729","81.36494196579588","56.190798752876546","40.08931485999162","41","0.20789119277064128","0.00002136708386445385","","","","0.20789119277064128","","60.293539140224134","","","","","","","0.29871711848738663","","49.792052538641634","","[75.86305524663479,58.26517261435688,78.51028553166093,29.3046591776977,28.995312058819614,24.702822360783575,25.27006922053473,36.933563525057075,81.36494196579588,40.08931485999162,81.52146154579313,54.75874616410956,29.510941475072933,82.78796070458864,49.21292111261531,54.71030454497486,29.210261866761233,32.89893387741026,52.13827038153232]",""
"epoch_40","finished","-","","","2025-05-17T00:48:34.000Z","1052","","77.54139647518133","75.86146357348342","84.54193064163736","81.6956880734786","61.95941134022347","55.577141456032834","38.210181303959054","30.085892916269007","86.5850161817914","83.35626494379927","63.34478141229896","49.89765108976015","67.39776188036825","54.812354118039345","76.86871876209906","31.226394061795087","50.36436385226787","33.840791410447025","53.033813888337264","52.02243995562076","67.7663344508783","58.39063932025938","82.42891034798437","78.27678353841023","48.17202037395948","30.771629104379677","48.74827019018523","28.721356006492023","28.226662394261147","24.73996474307027","30.91862566873369","25.38841963161811","41.56639451427773","36.95105967874498","83.59179423516674","81.53307287000364","56.4684540444358","40.51121500486076","40","0.20727904632915067","0.000023492378861760376","","","","0.20727904632915067","","60.407096945160355","","","","","","","0.29666432604461374","","50.19264323666128","","[75.86146357348342,58.39063932025938,78.27678353841023,30.771629104379677,28.721356006492023,24.73996474307027,25.38841963161811,36.95105967874498,81.53307287000364,40.51121500486076,81.6956880734786,55.577141456032834,30.085892916269007,83.35626494379927,49.89765108976015,54.812354118039345,31.226394061795087,33.840791410447025,52.02243995562076]",""
"epoch_39","finished","-","","","2025-05-17T00:31:04.000Z","1049","","77.54049009778001","75.79775973136732","84.53326494905423","81.55023017919693","62.03310569636624","55.24005309160535","38.19128420319133","29.568782004637136","86.44506643350671","83.45497825836875","62.82855211553054","49.73124896058539","66.78021426109227","54.9818256284237","75.53678765134376","35.75666959652419","49.82545728517015","33.33371669100987","52.928628578257445","51.97671678812124","67.63842196756336","58.39486078643448","82.36084524457343","78.39151544855613","47.29083288391852","29.698268521640003","48.87578206977706","28.492100100369605","28.312294301549084","24.64374393844406","30.6745224427203","25.12351524131467","41.47285517614824","36.48097727935114","83.55958704870353","81.45882381917507","56.48866094989339","40.09221146451844","39","0.20854339100249852","0.000025596489844146203","","","","0.20854339100249852","","60.17456070295473","","","","","","","0.2968143228285327","","50.21936829103387","","[75.79775973136732,58.39486078643448,78.39151544855613,29.698268521640003,28.492100100369605,24.64374393844406,25.12351524131467,36.48097727935114,81.45882381917507,40.09221146451844,81.55023017919693,55.24005309160535,29.568782004637136,83.45497825836875,49.73124896058539,54.9818256284237,35.75666959652419,33.33371669100987,51.97671678812124]",""
"epoch_38","finished","-","","","2025-05-17T00:13:35.000Z","1049","","77.4995593854305","75.87506776280024","84.5376280135986","81.42576017847006","62.02276717934836","55.36222263211916","38.060230454661415","29.36672537559149","86.33764027365163","83.44071898900339","63.48437904722146","49.43441113438906","63.400659220384895","55.46546171619927","75.55732279254764","35.02313385302323","49.35887023836331","34.095767503141985","52.42966629817373","52.141130050258575","67.35958448999256","58.07468815934963","82.34902488360677","78.27783558443808","46.97667852962757","29.7324859139846","49.209821455143555","28.37006108054197","28.305320219224793","25.084377785935285","30.72356622769196","25.25145131394484","41.520093139504624","37.11898945268514","83.54491351081444","81.29376588834127","55.51045116964667","40.62308015044128","38","0.20967470627022153","0.00002768153171967635","","","","0.20967470627022153","","59.90464086992814","","","","","","","0.29998396176421","","50.28721760656097","","[75.87506776280024,58.07468815934963,78.27783558443808,29.7324859139846,28.37006108054197,25.084377785935285,25.25145131394484,37.11898945268514,81.29376588834127,40.62308015044128,81.42576017847006,55.36222263211916,29.36672537559149,83.44071898900339,49.43441113438906,55.46546171619927,35.02313385302323,34.095767503141985,52.141130050258575]",""
"epoch_37","finished","-","","","2025-05-16T23:56:10.000Z","1044","","77.4985548963145","75.83185104516483","84.49500665361725","81.5333710387153","61.90213561584957","55.567734542374566","37.86471467616991","29.3281880104633","86.43398467150675","83.2471961303621","62.55933036251768","49.933416030215874","67.98097728244008","54.872250299337445","75.46365761988147","34.02199658367146","49.01498136400937","33.31735645893013","52.413020959179725","52.03597656022073","67.28793126059605","58.20950175458637","82.23613978974042","78.22255418253468","47.548911080775824","28.80139718595557","48.40753965956663","28.32724412289676","28.194897393545627","24.05689450983099","30.525058711116387","24.23342884243946","41.44308468135944","36.56433320199323","83.49516698368319","81.1981029113623","56.095153395095274","40.55589737940775","37","0.21025515450093585","0.000029749249441556528","","","","0.21025515450093585","","60.045276160892904","","","","","","","0.30238711450271266","","49.992562673182256","","[75.83185104516483,58.20950175458637,78.22255418253468,28.80139718595557,28.32724412289676,24.05689450983099,24.23342884243946,36.56433320199323,81.1981029113623,40.55589737940775,81.5333710387153,55.567734542374566,29.3281880104633,83.2471961303621,49.933416030215874,54.872250299337445,34.02199658367146,33.31735645893013,52.03597656022073]",""
"epoch_36","finished","-","","","2025-05-16T23:38:44.000Z","1046","","77.46876929519496","75.84446888100535","84.4397767870673","81.54167355903543","61.78129258691315","55.61020203534518","37.48320165878606","28.82184958026813","86.25471514232089","83.37513202256784","62.26047569560187","49.57296471765097","67.18847307691327","55.48486570543743","75.17173622307625","39.01183878629425","47.966998139048385","33.82963838373457","52.5818326296541","52.17804697376186","67.31561293658883","58.04546126589756","82.24846908048924","78.07682969396092","45.36631352612898","30.78021262993311","48.278004951021096","28.261779704274932","28.195277677344578","24.280543703570352","30.053862942060768","24.673089990869386","41.40319567956682","36.40956875935929","83.59382227211742","81.42529033674772","55.165631527461954","40.28798422155415","36","0.2112858173444526","0.00003180110627669995","","","","0.2112858173444526","","59.695655885650325","","","","","","","0.300714263569809","","50.39533899743518","","[75.84446888100535,58.04546126589756,78.07682969396092,30.78021262993311,28.261779704274932,24.280543703570352,24.673089990869386,36.40956875935929,81.42529033674772,40.28798422155415,81.54167355903543,55.61020203534518,28.82184958026813,83.37513202256784,49.57296471765097,55.48486570543743,39.01183878629425,33.82963838373457,52.17804697376186]",""
"epoch_35","finished","-","","","2025-05-16T23:21:18.000Z","1046","","77.43896716734415","75.75571613596212","84.37706964233233","81.34821023210618","61.96050504833973","55.20490745515676","37.51474663228072","28.804697801355367","86.27404655282034","82.91812823329307","61.194121539709315","48.57752965652772","66.07088464383621","54.161401272939024","74.18889795955288","29.948062863503804","49.03519012675117","33.02292316156243","52.76219627141059","51.699051171352274","67.105138627677","57.81837155423274","82.28052968156494","78.100110916861","46.81952767938612","28.178275512145905","48.45721421987537","28.11952726745418","27.94935331829716","23.95019018805187","30.020791375815527","23.61065875928671","41.09866489567416","36.07715496834129","83.36737233453219","81.2487939908349","55.6877552222431","40.23952680004284","35","0.2127736870426941","0.000033838346190164985","","","","0.2127736870426941","","59.66331436523384","","","","","","","0.30674343364324397","","49.40964410215843","","[75.75571613596212,57.81837155423274,78.100110916861,28.178275512145905,28.11952726745418,23.95019018805187,23.61065875928671,36.07715496834129,81.2487939908349,40.23952680004284,81.34821023210618,55.20490745515676,28.804697801355367,82.91812823329307,48.57752965652772,54.161401272939024,29.948062863503804,33.02292316156243,51.699051171352274]",""
